uniqueID,siteID,year,replicate,grazing.compare,last.grazed,grazing.estimate,grazing.value,Taxa,Genus,Species,Status,Estimate,Stat,Value
2199,Continuous-Light-1994,1994,24,gradient,,stocking rate,1.1 steers/ha,Soil microbe,,,,ug C/gram soil (Soil microbial biomass C content),count,612
2199,Continuous-Heavy-1994,1994,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,456
2199,Continuous-Mean-1994,1994,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,534
2199,Rotational-Light-1994,1994,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,557
2199,Rotational-Heavy-1994,1994,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,525
2199,Rotational-Mean-1994,1994,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,541
2199,Mean-Light-1994,1994,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,585
2199,Mean-Heavy-1994,1994,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,491
2199,Mean-1994,1994,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,538
2199,Continuous-Light-May 1995,1995,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,629
2199,Continuous-Heavy- May 1995,1995,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,475
2199,Continuous-Mean-May 1995,1995,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,552
2199,Rotational-Light-May 1995,1995,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,576
2199,Rotational-Heavy-May 1995,1995,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,530
2199,Rotational-Mean-May 1995,1995,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,553
2199,Mean-Light-May 1995,1995,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,603
2199,Mean-Heavy-May 1995,1995,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,503
2199,Mean-May 1995,1995,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,553
2199,Continuous-Light-July 1995,1995,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,350
2199,Continuous-Heavy- July 1995,1995,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,209
2199,Continuous-Mean-July 1995,1995,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,280
2199,Rotational-Light-July 1995,1995,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,288
2199,Rotational-Heavy-July 1995,1995,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,318
2199,Rotational-Mean-July 1995,1995,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,303
2199,Mean-Light-July 1995,1995,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,319
2199,Mean-Heavy-July 1995,1995,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,264
2199,Mean-July 1995,1995,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug C/gram soil (Soil microbial biomass C content),count,292
2199,Continuous-Light-1994,1994,24,gradient,,stocking rate,1.1 steers/ha,Soil microbe,,,,ug /gram soil (Soil microbial biomass N content),count,63.8
2199,Continuous-Heavy-1994,1994,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,66.2
2199,Continuous-Mean-1994,1994,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,65
2199,Rotational-Light-1994,1994,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,99.6
2199,Rotational-Heavy-1994,1994,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,67.8
2199,Rotational-Mean-1994,1994,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,83.7
2199,Mean-Light-1994,1994,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,81.6
2199,Mean-Heavy-1994,1994,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,67
2199,Mean-1994,1994,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,74.3
2199,Continuous-Light-May 1995,1995,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,70.7
2199,Continuous-Heavy- May 1995,1995,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,52.1
2199,Continuous-Mean-May 1995,1995,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,61.4
2199,Rotational-Light-May 1995,1995,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,51.1
2199,Rotational-Heavy-May 1995,1995,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,38.3
2199,Rotational-Mean-May 1995,1995,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,44.7
2199,Mean-Light-May 1995,1995,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,60.9
2199,Mean-Heavy-May 1995,1995,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,45.2
2199,Mean-May 1995,1995,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,53.1
2199,Continuous-Light-July 1995,1995,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,28.2
2199,Continuous-Heavy- July 1995,1995,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,19.3
2199,Continuous-Mean-July 1995,1995,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,23.8
2199,Rotational-Light-July 1995,1995,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,15.7
2199,Rotational-Heavy-July 1995,1995,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,27.2
2199,Rotational-Mean-July 1995,1995,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,21.5
2199,Mean-Light-July 1995,1995,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,22
2199,Mean-Heavy-July 1995,1995,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,23.3
2199,Mean-July 1995,1995,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug /gram soil (Soil microbial biomass N content),count,22.7
2199,Continuous-Light-1994,1994,24,gradient,,stocking rate,1.1 steers/ha,Soil microbe,,,,ug p-nitrophenol/gram soil/ h (Soil arylsulfatase activity),count,42.8
2199,Continuous-Heavy-1994,1994,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug p-nitrophenol/gram soil/ h (Soil arylsulfatase activity),count,31.9
2199,Continuous-Mean-1994,1994,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug p-nitrophenol/gram soil/ h (Soil arylsulfatase activity),count,37.4
2199,Rotational-Light-1994,1994,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug p-nitrophenol/gram soil/ h (Soil arylsulfatase activity),count,47.7
2199,Rotational-Heavy-1994,1994,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug p-nitrophenol/gram soil/ h (Soil arylsulfatase activity),count,51.9
2199,Rotational-Mean-1994,1994,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug p-nitrophenol/gram soil/ h (Soil arylsulfatase activity),count,49.8
2199,Mean-Light-1994,1994,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug p-nitrophenol/gram soil/ h (Soil arylsulfatase activity),count,45.4
2199,Mean-Heavy-1994,1994,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug p-nitrophenol/gram soil/ h (Soil arylsulfatase activity),count,41.9
2199,Mean-1994,1994,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug p-nitrophenol/gram soil/ h (Soil arylsulfatase activity),count,43.7
2199,Continuous-Light-May 1995,1995,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug p-nitrophenol/gram soil/ h (Soil arylsulfatase activity),count,90.5
2199,Continuous-Heavy- May 1995,1995,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug p-nitrophenol/gram soil/ h (Soil arylsulfatase activity),count,72.5
2199,Continuous-Mean-May 1995,1995,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug p-nitrophenol/gram soil/ h (Soil arylsulfatase activity),count,81.5
2199,Rotational-Light-May 1995,1995,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug p-nitrophenol/gram soil/ h (Soil arylsulfatase activity),count,89.1
2199,Rotational-Heavy-May 1995,1995,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug p-nitrophenol/gram soil/ h (Soil arylsulfatase activity),count,69.4
2199,Rotational-Mean-May 1995,1995,24,gradient,,stocking rate,1.65 steers/ha,,,,,ug p-nitrophenol/gram soil/ h (Soil arylsulfatase activity),count,79.3
2199,Mean-Light-May 1995,1995,24,gradient,,stocking rate,1.1 steers/ha,,,,,ug p-nitrophenol/gram soil/ h (Soil arylsulfatase activity),count,89.9
2199,Mean-Heavy-May 1995,1995,24,gradient,,stocking rate,2.2 steers/ha,,,,,ug p-nitrophenol/gram soil/ h (Soil arylsulfatase activity),count,71
